customer_id,gender,birthdate,user_agent,ip_address,campaign,order_date,pages_visited,order_id,tshirt_category,tshirt_price,tshirt_quantity,tshirt_type,tshirt_department,tshirt_colour
801797,M,1956/7/19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",137.155.219.158,False,2014-11-14,11,HTS-801797-0001,White T-Shirt M,20.0,1,Shirt,Man,White
801797,M,1956/7/19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",137.155.219.158,False,2015-10-22,12,HTS-801797-0002,White T-Shirt M,20.0,2,Shirt,Man,White
037662,F,1939/8/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",126.217.132.156,False,2015-09-01,11,HTS-037662-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
037662,F,1939/8/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",126.217.132.156,False,2016-07-12,14,HTS-037662-0002,White T-Shirt F,18.0,1,Shirt,Woman,White
851551,M,1987/10/14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",108.245.154.218,False,2015-09-21,8,HTS-851551-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
668263,F,1852/9/24,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",145.99.190.79,False,2014-12-24,12,HTS-668263-0001,White T-Shirt F,18.0,2,Shirt,Woman,White
vft1eu,F,1969/6/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",53.115.6.106,True,2017-02-26,10,HTS-vft1eu-0003,White T-Shirt F,18.0,3,Shirt,Woman,White
vft1eu,F,1969/6/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",53.115.6.106,True,2016-06-20,10,HTS-vft1eu-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
vft1eu,F,1969/6/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",53.115.6.106,True,2015-09-14,15,HTS-vft1eu-0001,Hoodie,23.0,4,Hoodie,Unisex,Unknown
5tbc8x,M,1949/5/12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",96.222.200.191,False,2016-12-21,14,HTS-5tbc8x-0001,Black T-Shirt M,19.0,2,Shirt,Man,Black
033992,M,1945/6/3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",169.169.81.173,True,2014-12-16,10,HTS-033992-0001,Black T-Shirt M,19.0,22,Shirt,Man,Black
033992,M,1945/6/3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",169.169.81.173,True,2016-01-01,16,HTS-033992-0002,Tennis Shirt,24.0,10,Shirt,Unisex,Unknown
033992,M,1945/6/3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",169.169.81.173,True,2016-12-06,9,HTS-033992-0003,Black T-Shirt M,19.0,19,Shirt,Man,Black
800045,,1978/3/3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",60.222.102.47,True,2017-03-24,13,HTS-800045-0003,White T-Shirt M,20.0,1,Shirt,Man,White
800045,,1978/3/3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",60.222.102.47,True,2014-05-29,11,HTS-800045-0001,Hoodie,23.0,3,Hoodie,Unisex,Unknown
800045,,1978/3/3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",60.222.102.47,True,2015-02-27,7,HTS-800045-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
914324,F,1959/10/22,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",51.99.199.27,False,2013-12-01,10,HTS-914324-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
914324,F,1959/10/22,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",51.99.199.27,False,2014-10-14,6,HTS-914324-0002,Black T-Shirt F,17.5,1,Shirt,Woman,Black
178804,M,1956/8/7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",48.49.1.70,False,2015-09-23,16,HTS-178804-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
160817,M,1953/9/18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.22.216.166,False,2013-11-21,11,HTS-160817-0001,Black T-Shirt M,19.0,3,Shirt,Man,Black
160817,M,1953/9/18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",173.22.216.166,False,2015-11-14,10,HTS-160817-0002,Tennis Shirt,24.0,2,Shirt,Unisex,Unknown
167097,M,1989/9/29,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",190.166.60.23,False,2014-08-20,18,HTS-167097-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
iqw9of,F,1992/9/9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",186.248.152.182,True,2017-01-23,15,HTS-iqw9of-0002,Black T-Shirt F,17.5,1,Shirt,Woman,Black
iqw9of,F,1992/9/9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",186.248.152.182,True,2015-04-20,11,HTS-iqw9of-0001,Black T-Shirt M,19.0,2,Shirt,Man,Black
88ua9r,F,1985/4/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",169.15.143.204,True,2015-10-22,12,HTS-88ua9r-0001,White T-Shirt M,20.0,1,Shirt,Man,White
88ua9r,F,1985/4/14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",169.15.143.204,True,2016-07-23,5,HTS-88ua9r-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
155726,M,1946/12/25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",104.50.27.191,True,2013-09-28,12,HTS-155726-0001,White T-Shirt M,20.0,1,Shirt,Man,White
155726,M,1946/12/25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",104.50.27.191,True,2017-01-03,8,HTS-155726-0004,Hoodie,23.0,2,Hoodie,Unisex,Unknown
155726,M,1946/12/25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",104.50.27.191,True,2014-08-05,9,HTS-155726-0002,Black T-Shirt M,19.0,1,Shirt,Man,Black
155726,M,1946/12/25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",104.50.27.191,True,2016-03-15,8,HTS-155726-0003,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
061311,F,1941/3/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",79.242.189.178,True,2016-01-15,9,HTS-061311-0003,Black T-Shirt F,17.5,4,Shirt,Woman,Black
061311,F,1941/3/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",79.242.189.178,True,2015-05-09,13,HTS-061311-0002,Black T-Shirt F,17.5,7,Shirt,Woman,Black
061311,F,1941/3/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",79.242.189.178,True,2016-09-28,5,HTS-061311-0004,White T-Shirt M,20.0,1,Shirt,Man,White
061311,F,1941/3/28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",79.242.189.178,True,2014-09-07,12,HTS-061311-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
429372,F,1979/10/4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",127.247.129.238,False,2016-11-19,10,HTS-429372-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
955137,M,1956/4/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",41.134.62.167,False,2016-04-07,13,HTS-955137-0003,Black T-Shirt M,19.0,2,Shirt,Man,Black
955137,M,1956/4/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",41.134.62.167,False,2014-09-28,17,HTS-955137-0001,White T-Shirt M,20.0,1,Shirt,Man,White
955137,M,1956/4/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",41.134.62.167,False,2015-07-01,17,HTS-955137-0002,Hoodie,23.0,1,Hoodie,Unisex,Unknown
955137,M,1956/4/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",41.134.62.167,False,2016-12-24,5,HTS-955137-0004,Hoodie,23.0,4,Hoodie,Unisex,Unknown
141195,F,1990/7/21,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",53.20.231.156,False,2017-02-23,7,HTS-141195-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
479441,F,1970/11/18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",160.248.132.40,True,2014-11-25,6,HTS-479441-0001,Hoodie,23.0,19,Hoodie,Unisex,Unknown
479441,F,1970/11/18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",160.248.132.40,True,2016-08-13,12,HTS-479441-0003,White T-Shirt F,18.0,18,Shirt,Woman,White
479441,F,1970/11/18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",160.248.132.40,True,2015-10-25,11,HTS-479441-0002,Hoodie,23.0,20,Hoodie,Unisex,Unknown
ib7nvk,M,1943/1/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",112.133.125.9,False,2016-03-12,16,HTS-ib7nvk-0001,Black T-Shirt M,19.0,2,Shirt,Man,Black
ib7nvk,M,1943/1/24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",112.133.125.9,False,2016-09-19,11,HTS-ib7nvk-0002,Black T-Shirt M,19.0,1,Shirt,Man,Black
673574,M,1980/7/30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",122.17.89.44,False,2013-09-29,3,HTS-673574-0001,White T-Shirt M,20.0,1,Shirt,Man,White
qwd3ch,F,1941/5/6,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",40.43.87.62,True,2016-10-09,7,HTS-qwd3ch-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
qwd3ch,F,1941/5/6,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",40.43.87.62,True,2016-02-16,4,HTS-qwd3ch-0001,Black T-Shirt F,17.5,2,Shirt,Woman,Black
352809,M,1961/2/17,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0,168.254.125.251,False,2014-11-01,10,HTS-352809-0001,Black T-Shirt M,19.0,2,Shirt,Man,Black
352809,M,1961/2/17,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0,168.254.125.251,False,2016-08-19,14,HTS-352809-0003,Hoodie,23.0,1,Hoodie,Unisex,Unknown
352809,M,1961/2/17,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0,168.254.125.251,False,2015-10-19,17,HTS-352809-0002,Black T-Shirt M,19.0,1,Shirt,Man,Black
906140,M,1974/5/26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",114.202.165.184,False,2015-09-03,12,HTS-906140-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
800901,M,1993/3/16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",193.55.75.169,False,2015-09-12,10,HTS-800901-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
033835,F,1950/2/19,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",92.229.253.138,False,2014-12-06,13,HTS-033835-0001,White T-Shirt F,18.0,1,Shirt,Woman,White
033835,F,1950/2/19,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",92.229.253.138,False,2016-10-19,15,HTS-033835-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
w9t1m7,M,1953/8/7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",172.188.183.31,False,2016-12-10,12,HTS-w9t1m7-0001,Hoodie,23.0,3,Hoodie,Unisex,Unknown
494332,F,1961/4/8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",66.27.205.106,False,2013-11-03,10,HTS-494332-0001,White T-Shirt F,18.0,2,Shirt,Woman,White
494332,F,1961/4/8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",66.27.205.106,False,2015-07-25,6,HTS-494332-0003,Tennis Shirt,24.0,2,Shirt,Unisex,Unknown
494332,F,1961/4/8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",66.27.205.106,False,2014-08-24,8,HTS-494332-0002,White T-Shirt M,20.0,1,Shirt,Man,White
494332,F,1961/4/8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",66.27.205.106,False,2017-03-14,12,HTS-494332-0004,White T-Shirt F,18.0,1,Shirt,Woman,White
846789,,1955/5/30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.32.117.231,False,2016-12-24,9,HTS-846789-0004,Black T-Shirt M,19.0,2,Shirt,Man,Black
846789,,1955/5/30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.32.117.231,False,2015-06-13,11,HTS-846789-0002,Black T-Shirt M,19.0,4,Shirt,Man,Black
846789,,1955/5/30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.32.117.231,False,2014-09-11,10,HTS-846789-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
846789,,1955/5/30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",195.32.117.231,False,2016-04-08,5,HTS-846789-0003,Black T-Shirt M,19.0,1,Shirt,Man,Black
463794,F,1945/8/22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",115.73.124.237,False,2013-10-02,14,HTS-463794-0001,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
490063,F,1983/12/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",111.233.153.134,True,2015-05-04,7,HTS-490063-0002,Hoodie,23.0,2,Hoodie,Unisex,Unknown
490063,F,1983/12/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",111.233.153.134,True,2017-04-07,11,HTS-490063-0005,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
490063,F,1983/12/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",111.233.153.134,True,2014-09-02,17,HTS-490063-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
490063,F,1983/12/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",111.233.153.134,True,2015-12-28,12,HTS-490063-0003,White T-Shirt M,20.0,1,Shirt,Man,White
490063,F,1983/12/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",111.233.153.134,True,2016-08-05,16,HTS-490063-0004,White T-Shirt M,20.0,3,Shirt,Man,White
819493,F,1990/6/6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",146.4.13.106,False,2014-11-20,14,HTS-819493-0001,Hoodie,23.0,1,Hoodie,Unisex,Unknown
ph9vru,M,1956/11/27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",156.167.225.194,False,2015-11-29,13,HTS-ph9vru-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
132885,F,1984/3/11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",77.128.44.162,False,2013-07-23,17,HTS-132885-0001,White T-Shirt M,20.0,1,Shirt,Man,White
716061,M,1886/4/23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",171.222.17.166,False,2016-08-18,7,HTS-716061-0002,Tennis Shirt,24.0,1,Shirt,Unisex,Unknown
716061,M,1886/4/23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",171.222.17.166,False,2014-12-11,12,HTS-716061-0001,Black T-Shirt M,19.0,2,Shirt,Man,Black
696572,M,1983/1/10,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,192.170.103.220,False,2015-06-08,15,HTS-696572-0001,Hoodie,23.0,2,Hoodie,Unisex,Unknown
469928,M,1985/9/8,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",127.190.18.222,True,2017-03-09,9,HTS-469928-0004,White T-Shirt M,20.0,1,Shirt,Man,White
469928,M,1985/9/8,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",127.190.18.222,True,2014-05-15,11,HTS-469928-0002,White T-Shirt M,20.0,1,Shirt,Man,White
469928,M,1985/9/8,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",127.190.18.222,True,2013-08-25,13,HTS-469928-0001,Black T-Shirt M,19.0,1,Shirt,Man,Black
469928,M,1985/9/8,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",127.190.18.222,True,2015-02-09,12,HTS-469928-0003,Black T-Shirt M,19.0,1,Shirt,Man,Black
519113,F,1959/7/15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",50.167.100.93,False,2013-11-24,17,HTS-519113-0001,Black T-Shirt F,17.5,1,Shirt,Woman,Black
519113,F,1959/7/15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",50.167.100.93,False,2014-10-30,9,HTS-519113-0002,White T-Shirt M,20.0,1,Shirt,Man,White
856319,M,1954/2/1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,180.211.15.252,False,2015-03-24,21,HTS-856319-0001,White T-Shirt M,20.0,1,Shirt,Man,White
856319,M,1954/2/1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,180.211.15.252,False,2015-12-09,8,HTS-856319-0002,White T-Shirt M,20.0,1,Shirt,Man,White
856319,M,1954/2/1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,180.211.15.252,False,2016-08-09,10,HTS-856319-0003,Hoodie,23.0,1,Hoodie,Unisex,Unknown
674172,F,1992/2/1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,103.214.172.159,False,2016-01-09,12,HTS-674172-0001,Black T-Shirt F,17.5,1,Shirt,Woman,Black
